class	precision	recall	f1-score	support
not-start	0.9387755102040817	0.92	0.9292929292929293	100.0
start	0.9666666666666667	0.9747899159663865	0.9707112970711297	238.0
macro avg	0.9527210884353742	0.9473949579831933	0.9500021131820295	338.0
weighted avg	0.958414845228032	0.9585798816568047	0.9584573421071652	338.0
