,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
iid_disp,0,-4643.009321397627,41.17137790279048,0.0,0.7953936008482444,44.83056839357639,0.0,True,log
trend_disp,1,-4699.605084060229,25.948930977006967,56.59576266260274,0.03139531751995555,46.76632456899745,21.269117907424448,True,log
constant_disp,2,-4725.513242897702,15.022764484868276,82.50392150007616,0.1732110816318001,42.3684475834576,23.41151105556798,False,log
