,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
iid_disp,0,-3043.908336459426,18.377513404741876,0.0,1.0,22.79294734266864,0.0,False,log
trend_disp,1,-3049.3539516546516,12.339501085652046,5.445615195225528,5.978550987606468e-14,23.0683277269927,3.0561697002877444,False,log
constant_disp,2,-3052.3292728782103,13.213878133668004,8.42093641878402,0.0,23.380637639483897,3.460473908531211,False,log
