,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
C3_preadult_era,0,-4734.776478243382,17.250425406999966,0.0,0.808130528661011,42.1649519744774,0.0,False,log
B3_three_group,1,-4735.564234981363,16.061844269949688,0.7877567379818338,0.19186947133899607,42.11053238726917,1.6011700037375396,False,log
C_adults_minors_era,2,-4761.6188440518135,15.732920341916724,26.842365808431172,0.0,41.631947192498416,7.238649864009138,False,log
B_adults_minors,3,-4761.8355456685495,14.785986572753245,27.059067425167328,0.0,41.6253341165551,7.296643114011107,False,log
A_era_persons_era,4,-4842.720124482344,15.673398738671494,107.94364623896129,0.0,40.07278754184727,14.272386830172634,False,log
A_persons,5,-4845.4232464202205,13.93214226719465,110.64676817683919,0.0,39.947780881486494,14.244998310243066,False,log
