,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
M_step_trend,0,-4761.1435309927565,12.528613845438485,0.0,0.561594245271065,41.88070895049472,0.0,False,log
M_trend,1,-4761.271701813173,13.8319745714889,0.1281708204173153,0.43840575472893495,41.46152315654803,1.6915058269421053,False,log
M_step,2,-4761.500517236074,14.398527023944553,0.3569862433179427,0.0,41.59471583665792,1.3940415319656974,False,log
M_iid,3,-4761.999918601674,15.026877334294113,0.8563876089175402,0.0,41.59474433604125,1.5330184391320096,False,log
