,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
C_adults_minors_era,0,-4761.6188440518135,15.732920341916724,0.0,1.0,41.631947192498416,0.0,False,log
B_adults_minors,1,-4761.8355456685495,14.785986572753245,0.21670161673615596,0.0,41.6253341165551,0.5513270071231184,False,log
