,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
A_era_persons_era,0,-4842.720124482344,15.673398738671494,0.0,1.0,40.07278754184727,0.0,False,log
A_persons,1,-4845.4232464202205,13.93214226719465,2.7031219378778992,0.0,39.947780881486494,1.9151367026101016,False,log
