,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
binomial,0,-1697.6992565439139,7.795186281407268,0.0,1.0,15.323380232857655,0.0,False,log
beta_binomial,1,-1706.6339635541312,7.303446587094186,8.934707010217306,0.0,14.865630008526026,0.8965074920563181,False,log
