,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
iid_disp,0,-4663.473206813302,38.42422664067635,0.0,0.762086765048033,41.71446308309603,0.0,True,log
trend_disp,1,-4730.746942534148,23.419368074160957,67.27373572084645,0.0848492788470624,46.033891021501645,21.260861739515875,True,log
constant_disp,2,-4760.563325426085,13.985257540624843,97.09011861278282,0.15306395610490464,43.42131608310764,24.37432686750997,False,log
