travel_year,minor_lt16,preadult_16_17,adult_18plus,era,num_adults,num_minors,num_docs,num_docs_raw
1962,7,0,2,1,2.0,7.0,46.201219736022885,47
1953,2,1,3,0,3.0,3.0,22.581947247298103,23
1952,0,0,1,0,1.0,0.0,18.783506900576537,19
1952,3,0,2,0,2.0,3.0,42.40277938930132,43
1956,3,0,2,1,2.0,3.0,16.967149768055293,17
1956,1,0,2,1,2.0,1.0,19.857411548516236,20
1957,2,0,2,1,2.0,2.0,23.711093922464162,24
1956,1,1,2,1,2.0,2.0,35.43786712598701,36
1953,8,1,2,0,2.0,9.0,36.67749785560579,37
1955,6,0,2,0,2.0,6.0,18.783506900576537,19
1955,4,0,2,0,2.0,4.0,21.949978817169278,22
1956,0,0,1,1,1.0,0.0,15.782761065662875,16
1956,5,0,2,1,2.0,5.0,32.54760534552607,33
1960,3,1,3,1,3.0,4.0,33.62150999346577,34
1960,2,0,2,1,2.0,2.0,18.041054415994992,18
1953,2,0,2,0,2.0,2.0,16.856665713602574,17
1953,0,0,1,0,1.0,0.0,13.855919878688912,14
1953,1,0,2,0,2.0,1.0,18.949232982255612,19
1954,9,2,4,0,4.0,11.0,79.50994018684383,81
1955,9,0,2,0,2.0,9.0,25.693177136664485,26
1955,5,1,2,0,2.0,6.0,32.43712129107335,33
1952,2,0,2,0,2.0,2.0,23.490125813558723,24
1952,2,0,2,0,2.0,2.0,25.361724973306327,26
1957,4,0,2,1,2.0,4.0,22.637189274524463,23
1957,0,0,2,1,2.0,0.0,30.51028010409939,31
1957,9,1,2,1,2.0,10.0,26.767081784604184,27
1957,2,0,2,1,2.0,2.0,27.675260350864804,28
1952,0,0,2,0,2.0,0.0,21.72901070826384,22
1952,2,0,2,0,2.0,2.0,14.708856417723174,15
1959,0,0,1,1,1.0,0.0,14.021645960367989,14
1959,2,0,2,1,2.0,2.0,36.29080366502128,37
1958,1,0,2,1,2.0,1.0,21.72901070826384,22
1959,0,0,1,1,1.0,0.0,19.857411548516236,20
1959,0,0,2,1,2.0,0.0,21.7842527354902,22
1959,0,0,2,1,2.0,0.0,26.435629621246026,27
1959,5,0,2,1,2.0,5.0,27.620018323638444,28
1958,4,1,2,1,2.0,5.0,28.528196889899068,29
1956,7,1,3,1,3.0,8.0,31.41845867036001,32
1956,3,0,2,1,2.0,3.0,20.65510606032414,21
1956,5,0,4,1,4.0,5.0,33.51102593901305,34
1961,4,1,2,1,2.0,5.0,25.693177136664485,26
1955,6,0,2,0,2.0,6.0,24.619272488724782,25
1955,0,0,2,0,2.0,0.0,29.712585592291486,30
1959,3,0,2,1,2.0,3.0,17.985812388768633,18
1959,6,1,2,1,2.0,7.0,26.546113675698745,27
1959,4,0,2,1,2.0,4.0,22.637189274524463,23
1953,3,0,7,0,7.0,3.0,47.164640329509865,48
1959,0,0,1,1,1.0,0.0,25.472209027759046,26
1954,5,0,2,0,2.0,5.0,29.325891401706972,30
1956,5,0,2,1,2.0,5.0,21.61852665381112,22
1956,4,1,3,1,3.0,5.0,39.3467915271613,40
1953,0,0,1,0,1.0,0.0,6.093313103566702,6
1955,1,0,2,0,2.0,1.0,17.930570361542273,18
1955,0,0,2,0,2.0,0.0,19.802169521289876,20
1955,1,0,2,0,2.0,1.0,18.783506900576537,19
1955,3,0,2,0,2.0,3.0,35.16165698985522,36
1956,1,0,2,1,2.0,1.0,74.4718691105035,76
1956,0,0,2,1,2.0,0.0,29.878311673970565,30
1954,0,0,1,0,1.0,0.0,10.910416071001608,11
1959,1,1,2,1,2.0,2.0,28.638680944351787,29
1952,4,1,2,0,2.0,5.0,19.746927494063517,20
1952,2,0,2,0,2.0,2.0,15.782761065662875,16
1957,4,1,2,1,2.0,5.0,35.43786712598701,36
1957,6,1,3,1,3.0,7.0,28.528196889899068,29
1956,0,0,1,1,1.0,0.0,25.85890321834356,26
1956,2,0,2,1,2.0,2.0,21.7842527354902,22
1956,3,0,3,1,3.0,3.0,37.25422425850826,38
1955,5,0,2,0,2.0,5.0,19.11495906393469,19
1955,6,1,2,0,2.0,7.0,33.45578391178669,34
1955,4,0,2,0,2.0,4.0,23.82157797691688,24
1955,4,0,2,0,2.0,4.0,23.711093922464162,24
1956,1,0,2,1,2.0,1.0,28.583438917125427,29
1956,2,0,2,1,2.0,2.0,25.637935109438125,26
1956,0,0,1,1,1.0,0.0,17.985812388768633,18
1956,2,0,2,1,2.0,2.0,18.728264873350177,19
1956,0,0,2,1,2.0,0.0,18.838748927802897,19
1956,11,1,3,1,3.0,12.0,37.530434394640054,38
1954,5,0,2,0,2.0,5.0,16.746181659149855,17
1954,6,0,2,0,2.0,6.0,24.564030461498426,25
1952,1,0,2,0,2.0,1.0,13.800677851462552,14
1952,0,0,1,0,1.0,0.0,12.782015230749211,13
1965,1,0,2,1,2.0,1.0,24.398304379819347,25
1957,4,0,2,1,2.0,4.0,13.800677851462552,14
1953,3,0,2,0,2.0,3.0,8.928332856801287,9
1953,1,1,3,0,3.0,2.0,39.67824369051945,40
1953,3,0,2,0,2.0,3.0,12.94774131242829,13
1953,3,1,2,0,2.0,4.0,19.746927494063517,20
1952,3,0,2,0,2.0,3.0,15.04030858108133,15
1952,2,0,2,0,2.0,2.0,13.855919878688912,14
1952,0,0,1,0,1.0,0.0,8.928332856801287,9
1952,1,0,3,0,3.0,1.0,22.80291535620354,23
1953,0,0,2,0,2.0,0.0,6.093313103566702,6
1953,3,1,3,0,3.0,4.0,21.894736789942918,22
1953,1,1,2,0,2.0,2.0,12.94774131242829,13
1955,0,0,2,0,2.0,0.0,21.72901070826384,22
1955,2,1,5,0,5.0,3.0,43.145231873882864,44
1952,2,0,2,0,2.0,2.0,13.911161905915272,14
1952,3,0,2,0,2.0,3.0,26.43562962124603,27
1952,2,0,2,0,2.0,2.0,20.434137951418702,21
1952,3,1,2,0,2.0,4.0,21.83949476271656,22
1952,4,0,2,0,2.0,4.0,18.5625387916711,19
1953,4,0,2,0,2.0,4.0,11.763352610035872,12
1953,8,0,2,0,2.0,8.0,15.150792635534048,15
1955,5,0,2,0,2.0,5.0,21.72901070826384,22
1957,0,0,1,1,1.0,0.0,22.74767332897718,23
1957,0,0,1,1,1.0,0.0,18.893990955029256,19
1958,4,0,2,1,2.0,4.0,15.948487147341952,16
1958,4,0,2,1,2.0,4.0,21.949978817169278,22
1958,0,0,1,1,1.0,0.0,15.672277011210156,16
1956,8,0,3,1,3.0,8.0,17.022391795281653,17
1959,8,0,2,1,2.0,8.0,27.564776296412088,28
1958,0,0,1,1,1.0,0.0,14.98506655385497,15
1955,3,0,2,0,2.0,3.0,20.876074169229575,21
1957,6,1,2,1,2.0,7.0,23.82157797691688,24
1956,3,0,2,1,2.0,3.0,21.67376868103748,22
1954,2,0,2,0,2.0,2.0,17.764844279863198,18
1956,5,0,2,1,2.0,5.0,25.582693082211765,26
1956,0,0,1,1,1.0,0.0,20.876074169229575,21
1956,3,0,2,1,2.0,3.0,19.912653575742596,20
1962,1,0,2,1,2.0,1.0,18.893990955029256,19
1956,0,0,1,1,1.0,0.0,35.824561316571526,36
1956,0,0,2,1,2.0,0.0,32.43712129107335,33
1956,3,0,2,1,2.0,3.0,23.600609868011443,24
1956,0,0,1,1,1.0,0.0,20.65510606032414,21
1956,5,0,2,1,2.0,5.0,22.74767332897718,23
1955,7,0,2,0,2.0,7.0,21.61852665381112,22
1960,4,0,2,1,2.0,4.0,18.838748927802897,19
1958,2,0,2,1,2.0,2.0,32.768573454431504,33
1958,0,0,2,1,2.0,0.0,18.893990955029256,19
1956,1,0,2,1,2.0,1.0,14.874582499402251,15
1956,0,0,1,1,1.0,0.0,13.96640393314163,14
1953,1,1,3,0,3.0,2.0,25.361724973306327,26
1954,7,0,2,0,2.0,7.0,30.234069967967592,31
1954,1,0,2,0,2.0,1.0,26.32514556679331,27
1955,2,0,2,0,2.0,2.0,26.490871648472385,27
1952,3,0,3,0,3.0,3.0,22.913399410656258,23
1952,1,0,2,0,2.0,1.0,23.023883465108977,23
1952,3,0,2,0,2.0,3.0,10.965658098227967,11
1952,2,0,2,0,2.0,2.0,8.020154290540665,8
1955,0,0,2,0,2.0,0.0,23.545367840785083,24
1952,0,0,1,0,1.0,0.0,12.726773203522853,13
1952,0,0,1,0,1.0,0.0,15.727519038436515,16
1953,1,0,2,0,2.0,1.0,14.874582499402251,15
1953,1,0,2,0,2.0,1.0,15.782761065662875,16
1953,4,0,2,0,2.0,4.0,10.79993201654889,11
1957,2,0,2,1,2.0,2.0,23.600609868011443,24
1958,4,1,3,1,3.0,5.0,41.27363271413526,42
1958,0,0,1,1,1.0,0.0,23.490125813558723,24
1959,0,0,1,1,1.0,0.0,16.911907740828934,17
1959,0,0,1,1,1.0,0.0,35.21689901708158,36
1959,2,0,2,1,2.0,2.0,24.78499857040386,25
1956,6,1,2,1,2.0,7.0,26.822323811830543,27
1954,1,0,2,0,2.0,1.0,24.564030461498422,25
1958,5,0,2,1,2.0,5.0,45.07207306085683,46
1958,2,0,2,1,2.0,2.0,24.67451451595114,25
1954,2,1,4,0,4.0,3.0,13.690193797009835,14
1954,1,0,2,0,2.0,1.0,18.617780818897458,19
1954,2,0,2,0,2.0,2.0,16.801423686376214,17
1954,3,0,2,0,2.0,3.0,20.76559011477686,21
1954,2,1,3,0,3.0,3.0,35.824561316571526,36
1956,0,0,2,1,2.0,0.0,3.037325241426681,3
1956,0,0,2,1,2.0,0.0,19.857411548516236,20
1956,4,0,2,1,2.0,4.0,19.05971703670833,19
1956,1,0,2,1,2.0,1.0,15.948487147341952,16
1956,0,0,1,1,1.0,0.0,17.59911819818412,18
1956,1,0,2,1,2.0,1.0,30.51028010409939,31
1956,6,0,2,1,2.0,6.0,30.620764158552106,31
1954,4,0,2,0,2.0,4.0,15.782761065662875,16
1956,2,1,2,1,2.0,3.0,42.01608519871681,43
1956,3,0,2,1,2.0,3.0,18.949232982255616,19
1956,4,0,2,1,2.0,4.0,18.893990955029256,19
1960,0,0,1,1,1.0,0.0,18.838748927802897,19
1952,0,0,1,0,1.0,0.0,19.691685466837157,20
1952,1,0,1,0,1.0,1.0,11.020900125454327,11
1952,2,0,2,0,2.0,2.0,18.617780818897458,19
1956,0,0,2,1,2.0,0.0,23.711093922464162,24
1956,4,0,2,1,2.0,4.0,22.80291535620354,23
1956,0,0,2,1,2.0,0.0,28.528196889899068,29
1956,3,0,2,1,2.0,3.0,18.949232982255616,19
1958,1,0,2,1,2.0,1.0,23.711093922464162,24
1956,3,0,3,1,3.0,3.0,22.581947247298103,23
1952,0,0,2,0,2.0,0.0,12.89249928520193,13
1965,0,0,2,1,2.0,0.0,22.69243130175082,23
1954,2,0,2,0,2.0,2.0,20.65510606032414,21
1954,4,0,2,0,2.0,4.0,14.929824526628611,15
1955,3,0,2,0,2.0,3.0,17.764844279863198,18
1953,3,1,2,0,2.0,4.0,40.420696175101,41
1952,0,0,1,0,1.0,0.0,10.85517404377525,11
1952,4,0,2,0,2.0,4.0,21.508042599358404,22
1952,2,0,2,0,2.0,2.0,13.911161905915272,14
1952,2,0,2,0,2.0,2.0,30.841732267457544,31
1952,4,0,2,0,2.0,4.0,23.932062031369597,24
1952,3,0,2,0,2.0,3.0,20.820832142003216,21
1952,2,0,2,0,2.0,2.0,13.800677851462552,14
1955,5,0,2,0,2.0,5.0,18.783506900576537,19
1953,3,0,2,0,2.0,3.0,20.48937997864506,21
1953,0,0,1,0,1.0,0.0,12.782015230749211,13
1953,2,0,2,0,2.0,2.0,20.54462200587142,21
1956,0,0,2,1,2.0,0.0,25.527451054985406,26
1957,5,0,2,1,2.0,5.0,21.894736789942918,22
1954,4,0,2,0,2.0,4.0,22.80291535620354,23
1952,2,2,4,0,4.0,4.0,43.752894173372816,44
1952,1,0,2,0,2.0,1.0,6.038071076340343,6
1958,4,0,2,1,2.0,4.0,20.76559011477686,21
1958,4,0,2,1,2.0,4.0,27.45429224195937,28
1956,7,0,2,1,2.0,7.0,25.637935109438125,26
1962,7,0,2,1,2.0,7.0,32.326637236620634,33
1952,3,0,1,0,1.0,3.0,22.69243130175082,23
1956,2,0,2,1,2.0,2.0,16.967149768055293,17
1962,2,0,2,1,2.0,2.0,33.40054188456033,34
1952,1,1,2,0,2.0,2.0,12.150046800620386,12
1953,2,0,2,0,2.0,2.0,16.690939631923495,17
1953,2,0,2,0,2.0,2.0,38.5490970153534,39
1955,8,0,2,0,2.0,8.0,22.913399410656258,23
1952,4,0,2,0,2.0,4.0,18.50729676444474,19
1958,2,0,3,1,3.0,2.0,20.7103480875505,21
1959,1,0,2,1,2.0,1.0,75.49053173121683,77
1961,1,0,2,1,2.0,1.0,33.40054188456033,34
1958,6,0,2,1,2.0,6.0,23.545367840785083,24
1956,2,0,2,1,2.0,2.0,48.92575543480475,50
1956,2,0,2,1,2.0,2.0,28.638680944351787,29
1956,2,1,2,1,2.0,3.0,31.307974615907295,32
1955,7,0,2,0,2.0,7.0,25.74841916389084,26
1956,3,0,2,1,2.0,3.0,25.693177136664485,26
1956,2,0,2,1,2.0,2.0,24.78499857040386,25
1958,2,0,4,1,4.0,2.0,27.564776296412088,28
1956,2,0,2,1,2.0,2.0,32.27139520939427,33
1960,5,0,2,1,2.0,5.0,21.7842527354902,22
1952,4,0,2,0,2.0,4.0,9.891753450288268,10
1965,0,0,2,1,2.0,0.0,28.472954862672708,29
1952,4,0,2,0,2.0,4.0,13.800677851462552,14
1952,0,0,1,0,1.0,0.0,9.836511423061909,10
1952,4,0,2,0,2.0,4.0,15.838003092889233,16
1952,1,0,2,0,2.0,1.0,17.820086307089554,18
1957,3,0,2,1,2.0,3.0,21.894736789942918,22
1957,4,0,2,1,2.0,4.0,28.638680944351787,29
1958,2,1,3,1,3.0,3.0,20.820832142003216,21
1956,2,0,2,1,2.0,2.0,24.67451451595114,25
1959,1,1,2,1,2.0,2.0,27.730502378091163,28
1956,4,0,2,1,2.0,4.0,22.005220844395634,22
1954,3,0,2,0,2.0,3.0,21.83949476271656,22
1956,2,0,2,1,2.0,2.0,22.858157383429898,23
1955,1,0,2,0,2.0,1.0,21.67376868103748,22
1956,0,0,1,1,1.0,0.0,14.021645960367989,14
1956,0,0,1,1,1.0,0.0,16.967149768055293,17
1955,3,1,3,0,3.0,4.0,39.97875995729012,41
1956,4,1,4,1,4.0,5.0,41.16314865968254,42
1954,4,0,2,0,2.0,4.0,21.894736789942918,22
1960,0,0,2,1,2.0,0.0,24.564030461498422,25
1956,3,0,2,1,2.0,3.0,26.601355702925105,27
1953,3,0,2,0,2.0,3.0,34.25347842359459,35
1958,1,0,3,1,3.0,1.0,49.03623948925747,50
1956,1,0,2,1,2.0,1.0,20.876074169229575,21
1956,3,0,2,1,2.0,3.0,22.74767332897718,23
1956,1,0,2,1,2.0,1.0,18.838748927802897,19
1956,0,0,1,1,1.0,0.0,14.98506655385497,15
1960,4,0,2,1,2.0,4.0,30.39979604964667,31
1965,3,0,2,1,2.0,3.0,54.129552592824176,55
1955,0,0,1,0,1.0,0.0,23.600609868011443,24
1952,2,0,2,0,2.0,2.0,26.601355702925105,27
1955,3,0,2,0,2.0,3.0,26.43562962124603,27
1955,3,0,2,0,2.0,3.0,27.45429224195937,28
1952,1,0,2,0,2.0,1.0,9.038816911254006,9
1952,0,0,2,0,2.0,0.0,20.48937997864506,21
1955,2,0,2,0,2.0,2.0,25.416967000532686,26
1954,4,0,2,0,2.0,4.0,1.9634205934869813,2
1954,4,0,2,0,2.0,4.0,1.9634205934869813,2
1954,4,0,2,0,2.0,4.0,1.9634205934869813,2
1954,4,0,2,0,2.0,4.0,1.9634205934869813,2
1954,4,0,2,0,2.0,4.0,1.9634205934869813,2
1954,4,0,2,0,2.0,4.0,1.9634205934869813,2
1958,2,0,2,1,2.0,2.0,17.022391795281653,17
1958,2,1,3,1,3.0,3.0,37.419950340187334,38
1958,3,0,2,1,2.0,3.0,26.490871648472385,27
1958,2,0,2,1,2.0,2.0,27.785744405317523,28
1961,0,0,1,1,1.0,0.0,19.802169521289876,20
1955,2,0,2,0,2.0,2.0,22.526705220071744,23
1957,3,0,2,1,2.0,3.0,17.022391795281653,17
1955,0,0,2,0,2.0,0.0,22.858157383429898,23
1958,2,0,2,1,2.0,2.0,19.05971703670833,19
1958,0,0,2,1,2.0,0.0,24.619272488724782,25
1958,7,1,2,1,2.0,8.0,31.805152860944524,32
1958,2,0,2,1,2.0,2.0,20.023137630195315,20
1958,3,0,2,1,2.0,3.0,27.896228459770242,28
1958,4,2,2,1,2.0,6.0,34.91638275031091,35
1958,5,1,3,1,3.0,6.0,34.58493058695275,35
1955,2,0,2,0,2.0,2.0,23.545367840785083,24
1957,0,0,1,1,1.0,0.0,23.655851895237802,24
1956,4,0,2,1,2.0,4.0,24.89548262485658,25
1953,2,0,2,0,2.0,2.0,15.727519038436515,16
1956,1,1,4,1,4.0,2.0,42.23705330762224,43
1956,3,0,2,1,2.0,3.0,25.582693082211765,26
1956,2,1,2,1,2.0,3.0,18.728264873350177,19
1957,2,1,2,1,2.0,3.0,25.472209027759046,26
1957,0,0,1,1,1.0,0.0,15.948487147341952,16
1957,3,1,6,1,6.0,4.0,62.334095585757254,63
1955,7,1,4,0,4.0,8.0,52.72419578152632,54
1955,7,2,2,0,2.0,9.0,45.01683103363047,46
1956,8,1,2,1,2.0,9.0,24.7297565431775,25
1957,4,0,2,1,2.0,4.0,16.00372917456831,16
1956,4,0,4,1,4.0,4.0,25.96938727279628,26
1956,2,0,2,1,2.0,2.0,25.582693082211765,26
1962,2,0,3,1,3.0,2.0,24.89548262485658,25
1953,2,0,2,0,2.0,2.0,17.022391795281653,17
1952,0,0,1,0,1.0,0.0,12.83725725797557,13
1952,0,0,2,0,2.0,0.0,17.4886341437314,18
1952,2,0,2,0,2.0,2.0,11.929078691714949,12
1952,1,0,2,0,2.0,1.0,24.508788434272066,25
1952,2,0,2,0,2.0,2.0,15.672277011210156,16
1954,2,0,2,0,2.0,2.0,13.96640393314163,14
1955,2,0,2,0,2.0,2.0,22.74767332897718,23
1955,4,0,2,0,2.0,4.0,28.472954862672708,29
1952,0,0,1,0,1.0,0.0,10.002237504740986,10
1958,2,0,2,1,2.0,2.0,19.857411548516236,20
1958,2,0,2,1,2.0,2.0,1.9634205934869813,2
1958,2,0,2,1,2.0,2.0,1.9634205934869813,2
1958,2,0,2,1,2.0,2.0,1.9634205934869813,2
1958,2,0,2,1,2.0,2.0,1.9634205934869813,2
1957,4,0,2,1,2.0,4.0,1.9634205934869813,2
1957,4,0,2,1,2.0,4.0,1.9634205934869813,2
1957,4,0,2,1,2.0,4.0,1.9634205934869813,2
1957,4,0,2,1,2.0,4.0,1.9634205934869813,2
1957,4,0,2,1,2.0,4.0,1.9634205934869813,2
1957,4,0,2,1,2.0,4.0,1.9634205934869813,2
1954,8,1,2,0,2.0,9.0,54.761521022953,56
1963,0,0,2,1,2.0,0.0,27.785744405317523,28
1958,0,0,1,1,1.0,0.0,31.99518507326248,33
1958,7,0,2,1,2.0,7.0,20.986558223682295,21
1958,1,1,3,1,3.0,2.0,30.099279782876,30
1958,5,0,2,1,2.0,5.0,21.894736789942918,22
1952,0,0,1,0,1.0,0.0,6.093313103566702,6
1960,0,0,3,1,3.0,0.0,37.25422425850826,38
1955,2,1,3,0,3.0,3.0,26.767081784604184,27
1955,0,0,2,0,2.0,0.0,22.80291535620354,23
1958,3,0,2,1,2.0,3.0,15.782761065662875,16
1958,3,0,2,1,2.0,3.0,17.022391795281653,17
1952,2,0,2,0,2.0,2.0,13.800677851462552,14
1955,3,0,2,0,2.0,3.0,26.601355702925105,27
1955,3,0,2,0,2.0,3.0,17.709602252636838,18
1959,6,1,2,1,2.0,7.0,32.71333142720515,33
1957,3,0,2,1,2.0,3.0,21.041800250908654,21
1957,8,0,2,1,2.0,8.0,29.602101537838767,30
1954,3,0,2,0,2.0,3.0,20.76559011477686,21
1956,6,0,2,1,2.0,6.0,20.76559011477686,21
1954,13,0,2,0,2.0,13.0,35.43786712598701,36
1954,5,0,2,0,2.0,5.0,33.290057830107614,34
1956,3,1,3,1,3.0,4.0,36.01459352888948,37
1956,0,0,2,1,2.0,0.0,31.52894272481273,32
1956,0,0,2,1,2.0,0.0,22.637189274524463,23
1956,1,1,3,1,3.0,2.0,28.472954862672708,29
1956,10,0,2,1,2.0,10.0,33.78723607514485,34
1956,4,0,2,1,2.0,4.0,26.601355702925105,27
1957,4,0,2,1,2.0,4.0,22.858157383429898,23
1957,5,1,3,1,3.0,6.0,46.422187844928324,47
1957,8,2,5,1,5.0,10.0,62.855579961433364,64
1956,1,0,2,1,2.0,1.0,44.21913652182256,45
1956,4,0,2,1,2.0,4.0,19.857411548516236,20
1953,0,0,1,0,1.0,0.0,3.037325241426681,3
1953,9,2,2,0,2.0,11.0,45.98025162711745,47
1955,0,0,1,0,1.0,0.0,16.911907740828934,17
1955,3,0,2,0,2.0,3.0,38.383370933674314,39
1955,6,2,5,0,5.0,8.0,79.12324599625933,81
1955,6,0,2,0,2.0,6.0,35.32738307153429,36
1955,3,0,2,0,2.0,3.0,21.7842527354902,22
1955,1,0,2,0,2.0,1.0,24.619272488724782,25
1955,1,1,2,0,2.0,2.0,16.967149768055293,17
1956,7,1,4,1,4.0,8.0,47.96233484131777,49
1956,0,0,1,1,1.0,0.0,17.985812388768633,18
1954,4,1,2,0,2.0,5.0,63.045612173751316,65
1954,7,0,2,0,2.0,7.0,21.61852665381112,22
1958,0,0,2,1,2.0,0.0,20.54462200587142,21
1956,0,0,2,1,2.0,0.0,25.472209027759046,26
1956,2,0,2,1,2.0,2.0,28.749164998804503,29
1955,2,0,2,0,2.0,2.0,18.838748927802897,19
1955,1,1,3,0,3.0,2.0,29.215407347254253,30
1955,4,1,2,0,2.0,5.0,24.042546085822316,24
1956,0,0,2,1,2.0,0.0,23.379641759106008,24
1956,4,0,2,1,2.0,4.0,39.3467915271613,40
1956,2,0,2,1,2.0,2.0,39.733485717745815,40
1956,0,0,2,1,2.0,0.0,21.83949476271656,22
1956,0,0,1,1,1.0,0.0,15.04030858108133,15
1956,2,0,2,1,2.0,2.0,26.490871648472385,27
1956,6,0,4,1,4.0,6.0,24.453546407045707,25
1956,0,0,1,1,1.0,0.0,20.7103480875505,21
1956,7,1,2,1,2.0,8.0,31.47370069758637,32
1956,6,0,2,1,2.0,6.0,25.74841916389084,26
1956,0,1,2,1,2.0,1.0,25.74841916389084,26
1956,4,0,2,1,2.0,4.0,26.711839757377824,27
1956,4,0,2,1,2.0,4.0,32.49236331829971,33
1960,2,1,3,1,3.0,3.0,22.115704898848353,22
1958,7,0,2,1,2.0,7.0,18.893990955029256,19
1960,4,0,2,1,2.0,4.0,18.783506900576537,19
1953,5,0,2,0,2.0,5.0,37.198982231281896,38
1953,0,0,1,0,1.0,0.0,20.65510606032414,21
1956,3,0,2,1,2.0,3.0,22.637189274524463,23
1956,4,0,2,1,2.0,4.0,27.45429224195937,28
1958,0,0,1,1,1.0,0.0,17.820086307089554,18
1960,3,0,2,1,2.0,3.0,26.601355702925105,27
1952,0,0,2,0,2.0,0.0,15.727519038436515,16
1954,9,0,2,0,2.0,9.0,28.804407026030862,29
1952,0,0,1,0,1.0,0.0,9.038816911254006,9
1952,3,0,2,0,2.0,3.0,10.91041607100161,11
1952,4,0,2,0,2.0,4.0,36.978014122376464,38
1955,0,0,1,0,1.0,0.0,19.746927494063517,20
1955,3,0,4,0,4.0,3.0,36.51177177392671,37
1954,3,1,2,0,2.0,4.0,28.749164998804503,29
1954,6,0,2,0,2.0,6.0,17.07763382250801,17
1955,7,1,2,0,2.0,8.0,25.8036611911172,26
1952,0,0,2,0,2.0,0.0,15.672277011210156,16
1952,3,0,2,0,2.0,3.0,21.83949476271656,22
1952,2,0,2,0,2.0,2.0,41.16314865968254,42
1952,2,0,2,0,2.0,2.0,12.94774131242829,13
1952,2,0,2,0,2.0,2.0,13.745435824236193,14
1952,4,1,2,0,2.0,5.0,20.986558223682295,21
1953,3,0,2,0,2.0,3.0,19.691685466837157,20
1955,0,0,2,0,2.0,0.0,19.802169521289876,20
1955,3,0,2,0,2.0,3.0,21.7842527354902,22
1955,6,2,4,0,4.0,8.0,57.07505640051148,58
1955,4,0,2,0,2.0,4.0,26.822323811830543,27
1955,0,0,1,0,1.0,0.0,21.83949476271656,22
1955,0,0,1,0,1.0,0.0,19.857411548516236,20
1952,4,1,2,0,2.0,5.0,11.186626207133404,11
1952,4,0,2,0,2.0,4.0,14.819340472175893,15
1952,2,0,2,0,2.0,2.0,28.251986753767273,29
1952,2,0,2,0,2.0,2.0,17.764844279863198,18
1952,2,0,2,0,2.0,2.0,15.672277011210156,16
1952,3,0,2,0,2.0,3.0,23.490125813558723,24
1952,3,0,3,0,3.0,3.0,23.655851895237802,24
1952,4,0,2,0,2.0,4.0,17.985812388768633,18
1959,2,0,2,1,2.0,2.0,21.83949476271656,22
1952,2,0,2,0,2.0,2.0,10.057479531967346,10
1959,2,0,2,1,2.0,2.0,18.893990955029256,19
1952,0,0,1,0,1.0,0.0,5.074650482853362,5
1955,2,0,2,0,2.0,2.0,21.7842527354902,22
1957,3,1,3,1,3.0,4.0,50.22062819164989,51
1956,4,0,4,1,4.0,4.0,39.78872774497217,40
1956,1,0,2,1,2.0,1.0,14.929824526628611,15
1956,2,0,2,1,2.0,2.0,16.801423686376214,17
1956,3,0,2,1,2.0,3.0,22.692431301750823,23
1954,4,1,3,0,3.0,5.0,34.64017261417911,35
1956,0,0,1,1,1.0,0.0,16.911907740828934,17
1960,4,0,2,1,2.0,4.0,18.838748927802897,19
1952,4,0,2,0,2.0,4.0,9.891753450288268,10
1955,0,0,5,0,5.0,0.0,65.63535768744158,67
1955,7,0,2,0,2.0,7.0,17.875328334315913,18
1953,4,0,2,0,2.0,4.0,18.5625387916711,19
1953,2,1,2,0,2.0,3.0,5.872344994661265,6
1955,2,0,2,0,2.0,2.0,21.56328462658476,22
1955,6,0,2,0,2.0,6.0,23.76633594969052,24
1952,4,0,2,0,2.0,4.0,9.038816911254004,9
1952,3,0,2,0,2.0,3.0,31.58418475203909,32
1952,3,0,2,0,2.0,3.0,15.672277011210156,16
1952,1,0,2,0,2.0,1.0,19.802169521289876,20
1952,0,0,2,0,2.0,0.0,15.617034983983796,16
1952,4,0,2,0,2.0,4.0,16.746181659149855,17
1958,2,0,2,1,2.0,2.0,33.56626796623941,34
1960,3,0,2,1,2.0,3.0,18.096296443221352,18
1965,5,0,2,1,2.0,5.0,16.967149768055293,17
1953,1,0,2,0,2.0,1.0,12.94774131242829,13
1959,9,2,4,1,4.0,11.0,76.84064651528833,78
1957,0,0,2,1,2.0,0.0,24.78499857040386,25
1957,4,0,2,1,2.0,4.0,20.82083214200322,21
1959,7,0,2,1,2.0,7.0,17.985812388768633,18
1958,2,0,2,1,2.0,2.0,23.600609868011443,24
1958,0,0,1,1,1.0,0.0,19.857411548516236,20
1957,2,0,2,1,2.0,2.0,29.491617483386047,30
1959,0,0,1,1,1.0,0.0,17.764844279863198,18
1959,2,0,2,1,2.0,2.0,20.76559011477686,21
1959,2,0,6,1,6.0,2.0,67.67268292886827,69
1964,2,0,2,1,2.0,2.0,17.820086307089554,18
1963,1,0,2,1,2.0,1.0,22.74767332897718,23
1952,4,0,1,0,1.0,4.0,15.838003092889233,16
1960,1,1,2,1,2.0,2.0,24.619272488724782,25
1963,0,0,1,1,1.0,0.0,15.04030858108133,15
1963,0,1,2,1,2.0,1.0,39.23630747270858,40
1952,0,0,1,0,1.0,0.0,10.85517404377525,11
1952,4,0,2,0,2.0,4.0,8.983574884027647,9
1952,3,0,2,0,2.0,3.0,19.58120141238444,20
1952,0,0,2,0,2.0,0.0,27.34380818750665,28
1952,3,0,2,0,2.0,3.0,10.79993201654889,11
