,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
D3_all_era,0,-4733.262433040852,18.085171278781672,0.0,0.6717832910061452,44.26901789634666,0.0,False,log
C3_preadult_era,1,-4734.052163553348,16.788787116211097,0.789730512495483,0.3282167089938548,44.04421531173355,2.1677539208047025,False,log
B3_no_interaction,2,-4735.4124625093555,16.19389708521976,2.1500294685033,0.0,44.031931325236584,2.5078988287070776,False,log
